Country,WHO Region,Population,Geographical Region,WHO Group,DALY,Adult DALYs,Children DALYs,Retention Rate,Retention Rate (ADULT),Retention Rate (CHILD),# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,Estimated adults (15+) living with HIV,Estimated children (0-14) living with HIV,# Adult Prevalent Cases Receiving Treatment,# Children Prevalent Cases Receiving Treatment,3TC,ABC,AZT,ddl,d4T,EFV,FTC,LPV/r,NVP,TDF,ATV/r,Overall Treatment Impact,,,,,,average of 2013 antiretroviral treatment. ,,,Treatment Regimen Proportion and Efficacy Section,,,,,impact =daly*treatment cover*x/(1-treatment cover*x)/number of drugs,,,,,,Originator Company,Drug(s),Final Impact,,,,,Afghanistan,9224.366,Afghanistan,1528.182,,Afghanistan,500,26,0.11,,,Country,All ages,Children (0-14),Adults (15+),Year,,http://apps.who.int/gho/data/node.main.626?lang=en,Estimated antiretroviral therapy coverage among people living with HIV (%),Reported number of people receiving antiretroviral therapy,Cleaned coverage,Cleaned number of people receiving antiretroviral therapy,Computed Impact Score (3TC),Computed Impact Score (ABC),Computed Impact Score (AZT),Computed Impact Score (ddl),Computed Impact Score (d4T),Computed Impact Score (EFV),Computed Impact Score (FTC),Computed Impact Score (LPV/r),Computed Impact Score (NVP),Computed Impact Score (TDF),Computed Impact Score (ATV/r),Computed Overall Treatment Impact
Italy,EUR,60730582,Europe and Central Asia,A,35146.0227,34549.22,596.8027,97.14,97.14,97.14,,,0,,,0,,1400,,5768342.684,7738.020674,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,Iraq,4860.863,Ireland,22.31939,,Libya,,,,,,United Republic of Tanzania,67,74,67,2015,,Liberia,24 [20-29],7 391,0.24,7391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaica,AMR,2871934,Latin America and the Caribbean,B,18149.01496,18077.68,71.33496,60,60,97.14,9764,28717.64706,0.34,9098,28217.64706,0.3224223473,666,500,0.95,28000,427.1660182,9027.825724,405.8077173,480.7849248,3.968007609,181.1790694,0.05929772677,0.306290331,367.0981582,133.3394078,41.39714298,198.2012245,442.3186749,7.479032876,1856.131231,,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,642.5257,Israel,204.4116,,Liechtenstein,,,,,,Uzbekistan,90,95,88,2015,,Libya,No data,No data,,,425.57457900063145,3.9680076089079384,47.74372889596718,0.05929772676734161,0.30629033103198355,45.94981275101622,4.852726162600697,305.0524731746582,71.99721228723115,383.55682259711415,7.479032875839843,1296.5399834117663
Japan,WPR,127141000,"East, South and South-East Asia",A,6480.2272,5784.242,695.9852,97.14,97.14,97.14,,,0.2518046743,,,0.2518046743,,,,66912.930220931,3555.247385,16848.9886,0,8.362344082,0.03397126029,3.123660511,0.0,0.0,6.446082557,2.355840233,0.7123834372,3.426126526,7.803137589,0.1335917954,32.39713799,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,Israel,1712.951,Italy,596.8027,,Lithuania,,5,,,,Vanuatu,57,,,2015,,Lithuania,High-income country,566,,566,7.3647540373994085,0.03397126028009068,0.8376671516638194,0.0,0.0,0.793885569105945,0.08667847333034358,5.256268911545503,1.267686234745437,6.670566431511614,0.13359179533286716,22.44506986491503
Jordan,EMR,9159302,Middle East and North Africa,A,604.5573,500.7603,103.797,73,73,97.14,,,0,,,0,2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,Italy,34549.22,Jamaica,71.33496,,Luxembourg,,2,,,,Venezuela (Bolivarian Republic of),96,,,2015,,Luxembourg,High-income country,700,,700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,EUR,17544126,Europe and Central Asia,A,17870.2753,16929.48,940.7953,75,74,91,6285,23277.77778,0.27,5906,22777.77778,0.2592878049,379,500,0.95,95024.67006,1182.358829,24638.73811,1123.240888,281.3977991,17.92830017,122.1243943,0.4887770197,2.524678151,181.0783042,62.13662235,30.7530697,128.6057877,207.8866233,3.519502832,1038.443859,,Uganda,,,,,,,,,,,,,,,,,,,,,,,,,Jamaica,18077.68,Japan,695.9852,,Madagascar,3800,16,0.01,,,Zambia,93,,,2015,,Madagascar,3 [2-3],1 234,0.03,1234,235.4368652407837,17.928300173820762,27.677440392749677,0.4887770197407342,2.524678151063082,31.938195028819294,2.2835668338358555,164.4434404401534,38.241536860498016,192.5199989656976,3.5195028322086626,717.0023019393708
Kenya,AFR,47236259,Sub-Saharan Africa,A,3104198.3,2110755,993443.3,81,97.14,97.14,897644,1521430.508,0.59,826097,1423430.508,0.5803563961,71547,98000,0.73,1400000,230000,812498.9545,167900,84805.44955,10524.8083,40823.71824,301.1737119,1550.712475,45146.19221,13883.04388,11320.8226,41734.30955,47478.86518,747.3447735,298316.4405,,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,Japan,5784.242,Jordan,103.797,,Malawi,84000,51487,0.61,,,Zimbabwe,86,91,85,2015,,Malawi,61 [56-66],595 186,0.61,595186,70089.98832206514,10524.808297463764,8189.8386747096265,301.1737119484538,1550.7124745300914,11200.939897297165,484.94640734552115,48627.156914946034,10259.66885152501,51149.42113039336,747.3447734939695,213125.99945571815
Kiribati,WPR,112407,Oceania,A,28.231083,25.42931,2.801773,89,86,97.14,,,0.3637163359,,,0.3637163359,2,,,,,,,0.2079844448,0.0008298416602,0.07735338176,0.0,0.0,0.1609114549,0.05857207418,0.01744880544,0.08493207604,0.1943016145,0.003264182537,0.8055978758,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,Jordan,500.7603,Kazakhstan,940.7953,,Malaysia,500,487,0.95,,,,,,,,,Malaysia,28 [25-33],25 700,0.28,25700,0.1857703724738781,0.0008298416602579639,0.02058412804476392,0.0,0.0,0.019514591414192962,0.0021179708029266425,0.13382820637819468,0.03128136294692591,0.16869257463118684,0.0032641825374911753,0.5658832308898182
Kuwait,EMR,3935794,Middle East and North Africa,A,347.8623,201.3337,146.5286,97.14,97.14,97.14,,,0,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,Kazakhstan,16929.48,Kenya,993443.3,,Maldives,,0,,,,,,,,,,Maldives,No data,9,,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrgyzstan,EUR,5956900,Europe and Central Asia,A,13953.0841,13823.43,129.6541,76,74,89,2109,8111.538462,0.26,1722,7911.538462,0.2176567817,387,200,0.95,6200,401.4559237,1349.472047,381.3831275,152.2216887,2.842385082,59.18341051,0.06466557264,0.3340168457,112.4708775,40.61990792,13.92368128,64.18738587,134.757489,2.315515064,582.9210234,,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,Kenya,2110755,Kiribati,2.801773,,Mali,12000,2665,0.23,,,,,,,,,Mali,28 [24-34],34 974,0.28,34974,131.88061413102602,2.8423850816911367,15.23502727676976,0.06466557263982976,0.33401684566995393,15.192422495133265,1.5023626749038363,93.3859234598181,22.5449788694174,116.61607540371699,2.3155150641430313,401.91398687492926
Lao People's Democratic Republic,WPR,6663967,"East, South and South-East Asia",A,0,0,0,84,83,92,3879,15404.79743,0.2518046743,3657,15404.79743,0.2373935793,222,,,9700,590.22662738585,2302.717719,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,West Bank and Gaza Strip,,,,,,,,,,,,,,,,,,,,,,,,,Kiribati,25.42931,Kuwait,146.5286,,Malta,,,,,,,,,,,,Malta,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,EUR,1977527,Europe and Central Asia,A,5393.93527,5342.366,51.56927,97.14,97.14,97.14,1388,6940,0.2,1352,6840,0.1976608187,36,100,0.95,2632.033042,3.530776032,520.249806,3.35423723,6.392238538,0.1314399646,2.499111114,0.003065015309,0.01583171236,4.694405339,1.693564812,0.5909129299,2.706296995,5.618624589,0.09683588189,24.44232689,,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,Kuwait,201.3337,Kyrgyzstan,129.6541,,Marshall Islands,,,,,,,,,,,,Marshall Islands,No data,No data,,,5.5168163995790875,0.13143996457995985,0.6406575752236059,0.0030650153089966763,0.015831712357103837,0.6428698002948204,0.06282911940427774,3.8977844282706524,0.9448032038985382,4.860887132501891,0.09683588188142533,16.81382023330036
Lebanon,EMR,5851479,Middle East and North Africa,A,4061.8478,3875.685,186.1628,92,92,97.14,890,2405.405405,0.37,885,2405.405405,0.3679213483,5,,,5516.484998,298.7755587,2029.632598,0,23.33645397,0.09304675562,8.677814827,0.0,0.0,18.05724061,6.571845787,1.956661525,9.528394644,21.80216694,0.3660029733,90.38962803,,Zambia,,,,,,,,,,,,,,,,,,,,,,,,,Kyrgyzstan,13823.43,Laos,889.4715,,Mauritania,1300,157,0.13,,,,,,,,,Mauritania,18 [11-27],2 458,0.18,2458,20.855433834334722,0.09304675561372734,2.308530770755136,0.0,0.0,2.188607783122954,0.23748198681512078,15.02951384566272,3.508791219072777,18.940059645723878,0.366002973291392,63.52746881439243
Lesotho,AFR,2174645,Sub-Saharan Africa,A,733974.3,579343.1,154631.2,97.14,97.14,97.14,129127,307445.2381,0.42,121661,294445.2381,0.4131871882,7466,13000,0.56,300000,39000,123956.1565,21840,2023.475108,189.0628256,908.2512457,5.409722591,27.78613013,1212.049977,397.296122,247.7830731,943.6423326,1341.53496,21.96914079,7318.260638,,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,Laos,9048.129,Latin America and Caribbean,142195.7,,Mauritius,,23,,,,,,,,,,Mauritius,31 [26-36],2 537,0.31,2537,1703.100598255087,189.06282560076966,200.0366324537377,5.409722590575165,27.786130134143264,250.2468050080889,14.254921159565066,1185.4164164756667,264.3964508230993,1321.3612545332041,21.969140791935345,5183.040897825873
Liberia,AFR,4499621,Sub-Saharan Africa,A,116441.79,97314.25,19127.54,97.14,97.14,97.14,7391,30795.83333,0.24,7002,26895.83333,0.2603377227,389,3900,0.1,21000,4000,5467.092177,400,157.979046,4.514435488,61.81815621,0.1192914617,0.6087191559,114.8413787,41.03301578,15.20702619,66.74291821,136.4219688,2.323789963,601.6097459,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America and Caribbean,2102207,Latvia,51.56927,,Mexico,1800,1960,0.95,,,,,,,,,Mexico,59 [54-64],117 631,0.59,117631,137.55063384023128,4.514435488436035,15.904771113481502,0.11929146169069771,0.6087191559331673,16.348484961531117,1.507750257036948,97.26541522324747,23.223745168725188,119.74089936406499,2.3237899626051837,419.1079359969836
Libya,EMR,6234955,Sub-Saharan Africa,A,5486.9814,4868.105,618.8764,97.14,97.14,97.14,,,0.3583525923,,,0.3583525923,,,,,,,,10.19047164,0.04069474588,3.790840842,0.0,0.0,7.882671133,2.869876037,0.8555643667,4.162041341,9.519526024,0.1600708379,39.47175697,,,,,,,,,,,,,,,,,,,,,,,,,,,Latvia,5342.366,Lebanon,186.1628,,Micronesia (Federated States of),,,,,,,,,,,,Micronesia (Federated States of),No data,No data,,,9.095703548009176,0.04069474587775687,1.009140518630239,0.0,0.0,0.9566914499063495,0.10386209440090588,6.549538060016621,1.5332652946270295,8.25850714817074,0.16007083786008428,27.7074736974989
Lithuania,EUR,2904910,Europe and Central Asia,A,3008.22704,2967.91,40.31704,63,63,97.14,566,,0,561,,0,5,,,275915.6226,370.1307133,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Lebanon,3875.685,Lesotho,154631.2,,Monaco,,,,,,,,,,,,Monaco,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,EUR,569604,Europe and Central Asia,A,138.645097,136.2802,2.364897,97.14,97.14,97.14,700,,0,698,,0,2,,,54102.41361,72.5764085,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesotho,579343.1,Liberia,19127.54,,Mongolia,100,0,0.01,,,,,,,,,Mongolia,36 [28-45],147,0.36,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madagascar,AFR,24234088,Sub-Saharan Africa,A,226513.31,179911.8,46601.51,80,97.14,97.14,1234,41133.33333,0.03,1218,37333.33333,0.032625,16,3800,0.01,55000,16362.29572,1794.375,163.6229572,248.3944536,7.600489432,98.10129301,0.2031747162,1.035439952,178.626559,64.17759012,24.73734785,105.6219024,212.8873367,3.76174883,945.1473355,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberia,97314.25,Libya,618.8764,,Montenegro,,2,,,,,,,,,,Montenegro,No data,92,,92,211.08253420284365,7.60048943239155,25.583521097724436,0.203174716169082,1.03543995189697,26.383721208430053,2.440583675353765,146.56310836495976,36.990053812089776,182.08299499397984,3.761748829620732,643.7273702854596
Malawi,AFR,17573607,Sub-Saharan Africa,A,1723555.3,1189228,534327.3,76,97.14,97.14,595186,975714.7541,0.61,543699,891714.7541,0.6097230056,51487,84000,0.61,910000,190000,554847.9351,115900,56656.19992,5958.308542,25994.62349,170.9041978,878.450638,32696.58195,10431.34688,7126.838206,26852.92081,35459.82239,558.8448895,202784.8419,,,,,,,,,,,,,,,,,,,,,,,,,,,Libya,4868.105,Lithuania,40.31704,,Morocco,500,489,0.95,,,,,,,,,Morocco,37 [31-43],8 926,0.37,8926,48110.192467384964,5958.308541504206,5504.019176822285,170.90419784458766,878.4506379595465,7144.502630284245,362.6333281535969,33768.17614241378,7148.941196371448,36700.24105274167,558.8448895313298,146305.21426101166
Malaysia,WPR,30723155,"East, South and South-East Asia",A,103087.568,101295.6,1791.968,95,95,89,25700,91785.71429,0.28,25213,91285.71429,0.276198748,487,500,0.95,76000,2595.92418791532,20991.10485,2466.127979,305.1000419,7.629667751,120.35844,0.1861983746,0.9617697829,221.6896138,79.41901362,28.50264059,130.0009724,263.9218557,4.486681232,1162.256895,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithuania,2967.91,Luxembourg,2.364897,,Mozambique,110000,64273,0.57,,,,,,,,,Mozambique,53 [43-66],802 659,0.53,802659,264.65655487686956,7.629667750341537,30.30133089248555,0.18619837461151517,0.9617697828643934,30.89350855530036,2.9111175889400496,187.84492720520532,44.50340791453221,231.92873362920653,4.4866812313042,806.3038978016612
Maldives,SEA,409163,"East, South and South-East Asia",A,52.295784,42.83203,9.463754,97.14,97.14,97.14,9,35.74198939,0.2518046743,9,35.74198939,0.2518046743,0,,,100,28.79601631435,25.18046743,0,0.06192275022,0.0002515555262,0.02313055379,0.0,0.0,0.04773292705,0.01744488207,0.00527516462,0.02537029989,0.05778185341,0.0009892407314,0.2398992273,,,,,,,,,,,,,,,,,,,,,,,,,,,Luxembourg,136.2802,Macedonia,3.031832,,Myanmar,9500,7086,0.75,,,,,,,,,Myanmar,47 [42-55],106 490,0.47,106490,0.05453564457927463,0.00025155552610949764,0.006202884417712688,0.0,0.0,0.005878683933437245,0.000641849869012997,0.03892241502125678,0.009387154762405097,0.04939521920270599,0.0009892407311884992,0.16620464804310342
Mali,AFR,17467905,Sub-Saharan Africa,A,386669.7,280360.6,106309.1,97.14,97.14,97.14,34974,124907.1429,0.28,32309,112907.1429,0.2861555007,2665,12000,0.23,86000,11793.92545,24609.37306,2712.602853,624.6184306,52.48142951,271.1621403,1.525658686,7.799474587,390.1065,130.4704046,75.45674433,283.4841222,438.6915663,7.359429085,2283.1559,,,,,,,,,,,,,,,,,,,,,,,,,,,Macedonia,116.3868,Madagascar,46601.51,,Namibia,10000,10010,0.95,,,,,,,,,Namibia,69 [63-74],144 496,0.69,144496,528.0261485360547,52.48142950869282,63.27866653967673,1.5256586861447643,7.7994745872118685,76.49446177873382,4.775071836566805,365.3920876790054,84.87320225832656,415.9237235338189,7.359429084633184,1607.9293540288654
Malta,EUR,431874,Europe and Central Asia,A,93.870111,91.83197,2.038141,97.14,97.14,97.14,,,0,,,0,,,,574.8121962,0.7710895315,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Madagascar,179911.8,Malawi,534327.3,,Nauru,,,,,,,,,,,,Nauru,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,WPR,52994,Oceania,A,170.99646,145.303,25.69346,88,88,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,1.296460893,0.005172777516,0.4821785325,0.0,0.0,1.003033706,0.3651061677,0.1087662777,0.5294199537,1.211169637,0.02034712264,5.021655068,,,,,,,,,,,,,,,,,,,,,,,,,,,Malawi,1189228,Malaysia,1791.968,,Nepal,1600,893,0.58,,,,,,,,,Nepal,31 [27-36],11 922,0.31,11922,1.1579905563478554,0.005172777515843494,0.1283101582295819,0.0,0.0,0.1216432538067928,0.013202267701510935,0.8342115973348357,0.19499085026232296,1.0515369364207328,0.020347122645414654,3.5274055202648906
Mauritania,AFR,4182341,Sub-Saharan Africa,A,18990.257,14965.87,4024.387,74,73,80,2458,13655.55556,0.18,2301,12355.55556,0.1862320144,157,1300,0.13,9500,477162.938,1769.204137,62031.18195,174.7792268,10.3670891,72.52631681,0.296653062,1.514400963,117.0528014,40.56364975,19.37673313,76.84619161,135.4806061,2.323417471,651.1270862,,,,,,,,,,,,,,,,,,,,,,,,,,,Malaysia,101295.6,Maldives,9.463754,,Netherlands,,,,,,,,,,,,Netherlands,High-income country,No data,,,148.59969869269327,10.367089096439937,17.825064473994086,0.2966530620205808,1.514400963241211,20.070252491562115,1.5074762364467524,103.171072582362,24.79869950346617,122.30614499765396,2.323417471328638,452.77996957120877
Mauritius,AFR,1262605,Sub-Saharan Africa,A,3872.0935,3714.38,157.7135,97.14,97.14,97.14,2537,8183.870968,0.31,2514,8183.870968,0.307189594,23,,,10000,144050.4998,3071.89594,0,6.609798319,0.02661514165,2.463784536,0.0,0.0,5.104314146,1.861812905,0.5588669867,2.703752946,6.171307193,0.1046771448,25.60492932,,,,,,,,,,,,,,,,,,,,,,,,,,,Maldives,42.83203,Mali,106309.1,,New Zealand,,,,,,,,,,,,New Zealand,High-income country,No data,,,5.861225517448484,0.02661514164668158,0.6582061641567202,0.0,0.0,0.623904215774469,0.06791884570908205,4.2024127144435,0.9981502881682673,5.315452873322347,0.10467714477133018,17.85856290544088
Mexico,AMR,125890949,Latin America and the Caribbean,B,258597.16,244776.9,13820.26,85,85,81,117631,199374.5763,0.59,115671,197574.5763,0.5854548808,1960,1800,0.95,170000,9621.427064,99527.32974,9140.355711,5098.529187,167.67032,2031.454203,4.308073496,22.25247626,3653.454819,1283.285014,476.3764697,2186.680866,4290.584645,69.02368977,19283.61976,,,,,,,,,,,,,,,,,,,,,,,,,,,Mali,280360.6,Malta,2.038141,,Nicaragua,200,122,0.69,,,,,,,,,Nicaragua,34 [26-49],3 350,0.34,3350,4565.969513980459,167.67032003527416,489.60970308494063,4.308073495802166,22.252476259614227,514.7233035708485,44.7890196168861,3313.507599646591,717.2255849954325,3982.889710508307,69.02368977174875,13891.968994965904
Micronesia (Federated States of),WPR,104433,Oceania,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Malta,91.83197,Marshall Islands,25.69346,,Niger,5900,922,0.16,,,,,,,,,Niger,26 [23-30],12 887,0.26,12887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,EUR,38307,,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Marshall Islands,145.303,Mauritania,4024.387,,Nigeria,,43655,,,,,,,,,,Nigeria,No data,828 867,,828867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,WPR,2976877,"East, South and South-East Asia",A,160.285481,152.2821,8.003381,95,95,97.14,147,408.3333333,0.36,147,308.3333333,0.4767567568,0,100,0.01,1454.45533989413,83.24249588,693.4214107,0.8324249588,0.7571072849,0.003246598214,0.2804819471,8.7233475e-06,4.44568236e-05,0.5874673118,0.2128520393,0.06264268482,0.3082053353,0.707360712,0.01165152802,2.931068622,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauritania,14965.87,Mauritius,157.7135,,Niue,,,,,,,,,,,,Niue,No data,No data,,,0.6865553746332769,0.003246598214439246,0.07399776552988871,8.72334750026353e-06,4.445682359677359e-05,0.07026815893715829,0.007560362469532232,0.4993310635955727,0.1128725222875877,0.6247553909354217,0.011651528026016718,2.0902919447999913
Montenegro,EUR,622159,Europe and Central Asia,A,61.82467,60.08948,1.73519,94,93,97.14,92,,0,90,,0,2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauritius,3714.38,Mexico,13820.26,,Norway,,,,,,,,,,,,Norway,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,AMR,5012,,B,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexico,244776.9,Moldova,69.81706,,Oman,,31,,,,,,,,,,Oman,High-income country,1 098,,1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,EMR,34803322,Middle East and North Africa,A,17375.661,16281.27,1094.391,82,97.14,97.14,8926,24124.32432,0.37,8437,23624.32432,0.3571319071,489,500,0.95,25000,1777.051917,8928.297678,1688.199322,264.677001,15.11991263,112.8092048,0.4093743702,2.114539936,174.5439847,60.19092333,27.98262659,119.3370975,201.3737305,3.357864452,981.9162598,,,,,,,,,,,,,,,,,,,,,,,,,,,Moldova,9913.847,Mongolia,8.003381,,Pakistan,2500,131,0.05,,,,,,,,,Pakistan,6 [5-10],6 564,0.06,6564,225.08132315345108,15.119912630820451,25.858547231711004,0.4093743701908151,2.1145399359695523,29.292933118861892,2.178752333625556,158.76372088955986,36.19920601341738,186.89998499063387,3.3578644520991197,685.2761591203406
Mozambique,AFR,28010691,Sub-Saharan Africa,A,4241733,2769133,1472600,66,66,64,802659,1514450.943,0.53,738386,1404450.943,0.5257470925,64273,110000,0.57,1300000,170000,683471.2202,96900,174711.666,21562.33088,82863.26482,623.4167582,3202.534516,94559.13301,29259.12098,23538.03172,84823.092,99916.37334,1589.081004,616648.045,,,,,,,,,,,,,,,,,,,,,,,,,,,Mongolia,152.2821,Montenegro,1.73519,,Palau,,,,,,,,,,,,Palau,No data,No data,,,145095.83292871647,21562.33087580897,17153.424366827086,623.4167581643435,3202.5345160088073,23255.773859207504,1031.1264389939392,100268.8826216643,21551.772646442045,105975.70159770406,1589.0810036649714,441309.87761320255
Myanmar,SEA,52403669,"East, South and South-East Asia",A,393499.72,382019.7,11480.02,85,85,90,106490,226574.4681,0.47,99404,217074.4681,0.4579258025,7086,9500,0.75,200000,4630.83961722745,91585.1605,3473.129713,5782.986053,118.4162592,2232.46221,2.823091125,14.53999642,4291.7957,1533.900014,519.677979,2423.632421,5107.555767,84.2187594,22112.00825,,,,,,,,,,,,,,,,,,,,,,,,,,,Montenegro,60.08948,Morocco,1094.391,,"Palestine, State of",,,,,,,,,,,,Panama,60 [55-65],10 227,0.6,10227,5160.79592165231,118.41625922012965,565.7717756683589,2.823091124790457,14.539996423218915,568.7681338907652,54.64698522029492,3723.284170399478,841.6106352184651,4577.062994364474,84.21875940480854,15711.938722587096
Namibia,AFR,2425561,Sub-Saharan Africa,A,297031.57,240660.4,56371.17,85,85,87,144496,209414.4928,0.69,134486,199414.4928,0.6744043431,10010,10000,0.95,190000,19000,128136.8252,18050,7435.697664,632.2347537,3355.426982,17.57211105,90.76516087,4500.157258,1475.317363,851.6514448,3496.18708,4994.039502,78.19938056,26927.2487,,,,,,,,,,,,,,,,,,,,,,,,,,,Morocco,16281.27,Mozambique,1472600,,Panama,200,162,0.92,,,,,,,,,Papua New Guinea,53 [48-58],21 198,0.53,21198,6379.515848173808,632.2347536866223,702.4219088086655,17.572111045983082,90.76516086901965,871.4599888786452,50.74437004795607,4551.799033615489,943.9819527710576,5077.358886898888,78.1993805541833,19396.053395350315
Nauru,WPR,12475,Oceania,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Mozambique,2769133,Myanmar,11480.02,,Papua New Guinea,3300,1170,0.36,,,,,,,,,Paraguay,31 [22-49],5 499,0.31,5499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,SEA,28656282,"East, South and South-East Asia",A,90026.449,83510.78,6515.669,97.14,97.14,97.14,11922,38458.06452,0.31,11029,36858.06452,0.2992289515,893,1600,0.58,51000,2737.73081220475,15260.67653,1587.883871,171.4180882,8.601728018,70.79327177,0.2361070959,1.213072285,116.7953011,40.7230097,17.92559698,75.33175549,135.9562114,2.292410147,641.2865522,,,,,,,,,,,,,,,,,,,,,,,,,,,Myanmar,382019.7,Namibia,56371.17,,Paraguay,500,175,0.58,,,,,,,,,Peru,56 [48-67],37 201,0.56,37201,147.07221988265198,8.601728017505073,17.079411982460467,0.23610709593489257,1.2130722853603122,18.839202507517882,1.4874067566478613,103.47665779689727,24.15532196618211,123.4833064538729,2.292410147038505,447.93684489206925
Netherlands,EUR,16939923,Europe and Central Asia,A,3232.7088,3127.204,105.5048,97.14,97.14,97.14,,,0,,,0,,,,22546.56299,30.24538937,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Namibia,240660.4,Nepal,6515.669,,Peru,1100,888,0.84,,,,,,,,,Philippines,27 [19-80],12 533,0.27,12533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Caledonia,WPR,273000,,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Nepal,83510.78,Netherlands,105.5048,,Philippines,500,41,0.1,,,,,,,,,Poland,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
